time,adj1,avg accum vol,
9:41:20,1.483711393,2217579.214,
9:41:25,1.485084588,2228377.418,
9:41:30,1.457966411,2238893.843,
9:41:35,1.439854007,2250005.414,
9:41:40,1.365985997,2259140.075,
9:41:45,1.327457254,2268788.814,
9:41:50,1.249386244,2278142.189,
9:41:55,1.279160733,2287947.386,
9:42:00,1.225606141,2296390.05,
9:42:05,1.359119866,2308750.218,
9:42:10,1.391576992,2319286.364,
9:42:15,1.537336556,2331011.604,
9:42:20,1.466481677,2341776.086,
9:42:25,1.462327997,2352218.689,
9:42:30,1.344240075,2361284.532,
9:42:35,1.290940488,2370848.682,
9:42:40,1.257289844,2380533.457,
9:42:45,1.315854797,2390918.211,
9:42:50,1.329751673,2400795.325,
9:42:55,1.307669073,2409982.789,
9:43:00,1.28311967,2419814.679,
9:43:05,1.331066826,2430771.586,
9:43:10,1.367935334,2440789.346,
9:43:15,1.404915805,2451454.054,
9:43:20,1.342474221,2461004.746,
9:43:25,1.326956122,2470673.032,
9:43:30,1.294651238,2480610.218,
9:43:35,1.33251408,2491013.6,
9:43:40,1.353476272,2501153.964,
9:43:45,1.355903111,2511145.804,
9:43:50,1.308645169,2520484.914,
9:43:55,1.272868365,2529819.568,
9:44:00,1.233216357,2538918.425,
9:44:05,1.321561033,2550247.1,
9:44:10,1.347746249,2560171.457,
9:44:15,1.347489974,2569264.543,
9:44:20,1.255278818,2578516.579,
9:44:25,1.226807904,2587799.757,
9:44:30,1.215656149,2596641.7,
9:44:35,1.196387654,2605459.8,
9:44:40,1.220652554,2615289.436,
9:44:45,1.22724576,2624279.861,
9:44:50,1.244632792,2633489.525,
9:44:55,1.178577038,2641831.554,
9:45:00,1.149254994,2650161.632,
9:45:05,1.610008828,2669747.693,
9:45:10,1.757559143,2681412.625,
9:45:15,1.909613613,2693167.043,
9:45:20,1.5619061,2704922.564,
9:45:25,1.487540448,2714912.746,
9:45:30,1.420216641,2725151,
9:45:35,1.335786498,2735005.114,
9:45:40,1.391395887,2746247.646,
9:45:45,1.502451797,2758986.932,
9:45:50,1.528896143,2769436.586,
9:45:55,1.479969402,2779577.264,
9:46:00,1.317756876,2788663.446,
9:46:05,1.390141315,2800743.232,
9:46:10,1.457298765,2812396.329,
9:46:15,1.507186219,2822606,
9:46:20,1.473694319,2833931.532,
9:46:25,1.427300987,2844539.829,
9:46:30,1.471083838,2855735.511,
9:46:35,1.390736012,2865251.571,
9:46:40,1.329531715,2874481.518,
9:46:45,1.244642942,2883765.464,
9:46:50,1.298458408,2894493.475,
9:46:55,1.286462976,2903453.279,
9:47:00,1.265743738,2912270.618,
9:47:05,1.334036345,2924536.611,
9:47:10,1.408236433,2935167.436,
9:47:15,1.480283719,2945607.314,
9:47:20,1.36892491,2955365.454,
9:47:25,1.299214228,2964426.361,
9:47:30,1.252805354,2973821.089,
9:47:35,1.238346767,2983253.614,
9:47:40,1.248780129,2992549.486,
9:47:45,1.259772347,3002191.764,
9:47:50,1.255344314,3011524.568,
9:47:55,1.226825349,3020178.179,
9:48:00,1.196460603,3029136.629,
9:48:05,1.442796567,3044017.036,
9:48:10,1.5218137,3054450.15,
9:48:15,1.530068092,3063594.493,
9:48:20,1.264591929,3072496.25,
9:48:25,1.194901546,3081359.904,
9:48:30,1.154384136,3089591.775,
9:48:35,1.153004439,3098462.461,
9:48:40,1.179102433,3107913.854,
9:48:45,1.201241807,3116644.314,
9:48:50,1.19039644,3125270.757,
9:48:55,1.126384698,3133280.575,
9:49:00,1.115796715,3141772.589,
9:49:05,1.167992544,3151574.507,
9:49:10,1.273114173,3161951.714,
9:49:15,1.313851383,3171361.15,
9:49:20,1.276794157,3180328.521,
9:49:25,1.24244859,3189932.25,
9:49:30,1.203547804,3198465.621,
9:49:35,1.182874397,3206967.418,
9:49:40,1.150568244,3215843.596,
9:49:45,1.198181577,3225449.243,
9:49:50,1.198128133,3233949.836,
9:49:55,1.187974676,3242597.354,
9:50:00,1.128790604,3250870.146,
9:50:05,1.452018016,3266649.975,
9:50:10,1.532672706,3277113.875,
9:50:15,1.588130645,3286635.607,
9:50:20,1.351535974,3297087.211,
9:50:25,1.336254644,3307206.968,
9:50:30,1.314169982,3316231.343,
9:50:35,1.307473854,3326532.146,
9:50:40,1.299135887,3336464.129,
9:50:45,1.410326436,3347992.568,
9:50:50,1.376733042,3357536.832,
9:50:55,1.347641741,3366813.664,
9:51:00,1.227018506,3375625.611,
9:51:05,1.293261075,3386661.689,
9:51:10,1.330059013,3396767.229,
9:51:15,1.352773736,3406090.721,
9:51:20,1.236235197,3414502.296,
9:51:25,1.190403735,3423575.689,
9:51:30,1.151673111,3432026.95,
9:51:35,1.170057807,3440852.557,
9:51:40,1.131704935,3449062.225,
9:51:45,1.137442729,3457642.704,
9:51:50,1.106694682,3465775.85,
9:51:55,1.142734421,3474797.15,
9:52:00,1.118669973,3482835.686,
9:52:05,1.186017885,3492485.539,
9:52:10,1.202588042,3501880.007,
9:52:15,1.227028814,3510468.961,
9:52:20,1.192336103,3519337.518,
9:52:25,1.148605585,3527747.154,
9:52:30,1.168637988,3536787.246,
9:52:35,1.183813859,3545997.571,
9:52:40,1.21680653,3555150.218,
9:52:45,1.212697889,3564097.782,
9:52:50,1.201838566,3573063.55,
9:52:55,1.152875509,3581113.525,
9:53:00,1.115382172,3589216.721,
9:53:05,1.147323578,3598901.825,
9:53:10,1.194442757,3608012.946,
9:53:15,1.246884394,3617297.154,
9:53:20,1.210202224,3626156.157,
9:53:25,1.183307177,3634661.589,
9:53:30,1.16532069,3643540.732,
9:53:35,1.160770704,3652297.268,
9:53:40,1.20102502,3661709.246,
9:53:45,1.187968173,3670294.343,
9:53:50,1.145872834,3678102.871,
9:53:55,1.082656083,3686091.179,
9:54:00,1.03937484,3693701.561,
9:54:05,1.102333571,3702927.95,
9:54:10,1.138781828,3711737.089,
9:54:15,1.206521922,3720873.011,
9:54:20,1.159299345,3729035.925,
9:54:25,1.121990919,3737004.861,
9:54:30,1.073636356,3745051.814,
9:54:35,1.051319365,3752712.139,
9:54:40,1.032865209,3760265.479,
9:54:45,1.046299965,3768614.989,
9:54:50,1.031754632,3775947.746,
9:54:55,1.037492426,3783630.304,
9:55:00,0.989224133,3790892.789,
9:55:05,1.134144778,3801489.229,
9:55:10,1.233810578,3811416.307,
9:55:15,1.327581585,3820790.561,
9:55:20,1.278365425,3830278.629,
9:55:25,1.257019456,3839724.986,
9:55:30,1.212689484,3848100.907,
9:55:35,1.207117729,3857463.496,
9:55:40,1.204618734,3866853.575,
9:55:45,1.281382679,3876958.257,
9:55:50,1.252755876,3885676.157,
9:55:55,1.247415498,3894945.968,
9:56:00,1.188663255,3903727.521,
9:56:05,1.23471309,3913482.486,
9:56:10,1.170951914,3921316.364,
9:56:15,1.131019527,3929198.621,
9:56:20,1.02436374,3936551.646,
9:56:25,1.052811817,3945026.189,
9:56:30,1.067405043,3953237.093,
9:56:35,1.079713682,3960867.314,
9:56:40,1.028644923,3968191.764,
9:56:45,1.017810339,3976158.668,
9:56:50,1.024131411,3983931.243,
9:56:55,1.004839604,3990821.232,
9:57:00,0.978270928,3998189.796,
9:57:05,1.052965486,4007644.529,
9:57:10,1.141696635,4016532.786,
9:57:15,1.169672127,4024531.371,
9:57:20,1.115415633,4032764.221,
9:57:25,1.09861854,4041274.2,
9:57:30,1.066811773,4048556.482,
9:57:35,1.075797088,4056991.686,
9:57:40,1.054566252,4065023.536,
9:57:45,1.052542538,4072260.243,
9:57:50,1.025016637,4080075.55,
9:57:55,0.989340694,4087303.961,
9:58:00,0.974642642,4094209.661,
9:58:05,0.981248535,4102173.736,
9:58:10,1.027551315,4110444.907,
9:58:15,1.116213637,4119347.325,
9:58:20,1.100449096,4126956.375,
9:58:25,1.054119991,4134184.193,
9:58:30,0.983611305,4141498.721,
9:58:35,0.950934378,4148371.871,
9:58:40,0.955052535,4155692.432,
9:58:45,0.949747681,4162887.493,
9:58:50,0.939058362,4169519.914,
9:58:55,0.941567665,4176896.986,
9:59:00,0.910440915,4183391.057,
9:59:05,0.98652532,4191736.936,
9:59:10,1.00943669,4199629.982,
9:59:15,1.056954713,4207194.182,
9:59:20,1.011445338,4214515.168,
9:59:25,0.98555636,4221825.182,
9:59:30,0.949851872,4228585.3,
9:59:35,0.946740101,4235836.207,
9:59:40,0.96574677,4243574.261,
9:59:45,1.017216594,4251493.504,
9:59:50,1.002355674,4258409.736,
9:59:55,1.035974284,4266904.896,
10:00:00,1.184236015,4278163.064,
10:00:05,2.331202298,4310909.525,
10:00:10,2.868231633,4331498.843,
10:00:15,3.155895857,4349235.346,
10:00:20,2.321284975,4363185.971,
10:00:25,1.972395997,4375918.143,
10:00:30,1.743762335,4388505.707,
10:00:35,1.690143991,4401248.821,
10:00:40,1.639607604,4412842.889,
10:00:45,1.653101831,4425734.35,
10:00:50,1.575789655,4436736.357,
10:00:55,1.556375419,4447893.207,
10:01:00,1.449779577,4458384.079,
10:01:05,1.611721873,4473033.104,
10:01:10,1.632443807,4484656.621,
10:01:15,1.703144699,4496739.711,
10:01:20,1.547151116,4507875.686,
10:01:25,1.502143348,4518485.607,
10:01:30,1.507788528,4530695.829,
10:01:35,1.490901992,4541451.511,
10:01:40,1.495746154,4552170.525,
10:01:45,1.386449913,4561919.343,
10:01:50,1.352863813,4571918.65,
10:01:55,1.335217968,4582240.271,
10:02:00,1.305652971,4591323.271,
10:02:05,1.399632518,4603439.043,
10:02:10,1.423395653,4614295.821,
10:02:15,1.504451565,4625204.239,
10:02:20,1.422667585,4635478.196,
10:02:25,1.379516857,4645363.2,
10:02:30,1.324361024,4655029.482,
10:02:35,1.284420232,4664403.954,
10:02:40,1.263668325,4673821.614,
10:02:45,1.264746709,4683512.182,
10:02:50,1.302140454,4693728.779,
10:02:55,1.321908018,4703591.614,
10:03:00,1.281599624,4712374.418,
10:03:05,1.327540987,4723625.636,
10:03:10,1.339839794,4733765.446,
10:03:15,1.398268204,4743864.086,
10:03:20,1.346974253,4753960.139,
10:03:25,1.342851656,4764007.107,
10:03:30,1.334188588,4773910.65,
10:03:35,1.302444304,4783291.807,
10:03:40,1.245991873,4792067.439,
10:03:45,1.17938535,4800470.971,
10:03:50,1.141686486,4809003.132,
10:03:55,1.135142124,4817631.382,
10:04:00,1.130711236,4825935.129,
10:04:05,1.216627646,4836402.168,
10:04:10,1.241198299,4845583.761,
10:04:15,1.288623708,4854955.55,
10:04:20,1.266802298,4864931.161,
10:04:25,1.306617173,4875009.404,
10:04:30,1.266886983,4883486.45,
10:04:35,1.200800146,4891973.754,
10:04:40,1.112469902,4900062.757,
10:04:45,1.148303638,4909346.796,
10:04:50,1.16506505,4918211.575,
10:04:55,1.163823799,4926272.625,
10:05:00,1.092880746,4933958.993,
10:05:05,1.268010881,4946767.786,
10:05:10,1.346839138,4956604.086,
10:05:15,1.423925805,4966026.482,
10:05:20,1.299575804,4976034.854,
10:05:25,1.352728857,4987068.186,
10:05:30,1.321616379,4995789.914,
10:05:35,1.288707917,5005057.171,
10:05:40,1.177036218,5013575.604,
10:05:45,1.213148114,5023110.589,
10:05:50,1.22507805,5032646.514,
10:05:55,1.230917814,5041296.461,
10:06:00,1.165008117,5049347.129,
10:06:05,1.231528211,5060381.118,
10:06:10,1.243996546,5069311.857,
10:06:15,1.316550513,5078996.475,
10:06:20,1.194294162,5087277.193,
10:06:25,1.195814524,5096242.171,
10:06:30,1.137026917,5104602.864,
10:06:35,1.160728045,5113417.343,
10:06:40,1.122374855,5121518.589,
10:06:45,1.161579175,5130762.182,
10:06:50,1.091651072,5138001.846,
10:06:55,1.063340964,5145465.536,
10:07:00,0.980859524,5152851.607,
10:07:05,1.131327818,5163479.889,
10:07:10,1.235669046,5173293.393,
10:07:15,1.295339976,5182023.282,
10:07:20,1.19784585,5190455.95,
10:07:25,1.161970247,5199461.518,
10:07:30,1.165465162,5208270.114,
10:07:35,1.15403715,5216445.418,
10:07:40,1.111374867,5224490.211,
10:07:45,1.073016127,5232434.95,
10:07:50,1.057156751,5240253.093,
10:07:55,1.026861625,5247615.625,
10:08:00,1.033100867,5255700.875,
10:08:05,1.078513187,5264541.725,
10:08:10,1.176661163,5274114.596,
10:08:15,1.292470366,5284807.925,
10:08:20,1.364379047,5295268.193,
10:08:25,1.397476861,5305586.443,
10:08:30,1.353402212,5315287.189,
10:08:35,1.282189881,5324143.721,
10:08:40,1.188765067,5332358,
10:08:45,1.18642101,5342005.957,
10:08:50,1.219003896,5351596.271,
10:08:55,1.264292677,5360830.475,
10:09:00,1.184272172,5368676.332,
10:09:05,1.137446852,5377212.118,
10:09:10,1.128169899,5386237.4,
10:09:15,1.142816727,5394413.111,
10:09:20,1.117323738,5402374.782,
10:09:25,1.071047918,5410357.911,
10:09:30,1.066024236,5418420.486,
10:09:35,1.105379212,5427268.45,
10:09:40,1.071645787,5434491.886,
10:09:45,1.072156274,5442565.957,
10:09:50,0.999175553,5449770.361,
10:09:55,1.030024302,5457688.525,
10:10:00,1.007086448,5465246.025,
10:10:05,1.203835478,5476881.311,
10:10:10,1.27119576,5486316.461,
10:10:15,1.416405824,5497144.161,
10:10:20,1.371729183,5507773.307,
10:10:25,1.388744174,5517591.643,
10:10:30,1.272938777,5525811.35,
10:10:35,1.198829875,5534771.529,
10:10:40,1.164074998,5543807.168,
10:10:45,1.215530232,5553185.671,
10:10:50,1.189363887,5561556.571,
10:10:55,1.211369732,5571087.793,
10:11:00,1.229821193,5580881.832,
10:11:05,1.323887328,5591371.146,
10:11:10,1.392201662,5602440.839,
10:11:15,1.470648996,5614001.55,
10:11:20,1.384762242,5622556.654,
10:11:25,1.262984503,5630883.854,
10:11:30,1.163299672,5640199.614,
10:11:35,1.186172348,5649269.821,
10:11:40,1.182329179,5657510.471,
10:11:45,1.140202915,5665877.529,
10:11:50,1.098179099,5674001.339,
10:11:55,1.165304197,5683753.679,
10:12:00,1.189813954,5692672.707,
10:12:05,1.300654663,5703292.704,
10:12:10,1.28367694,5712662.696,
10:12:15,1.300072812,5721950.968,
10:12:20,1.193827603,5730178.271,
10:12:25,1.197908175,5739640.161,
10:12:30,1.14092686,5747645.186,
10:12:35,1.167326325,5756467.018,
10:12:40,1.16159091,5765799.743,
10:12:45,1.182453034,5774274.593,
10:12:50,1.210925216,5783737.632,
10:12:55,1.155631255,5791825.111,
10:13:00,1.141049129,5799971.564,
10:13:05,1.147937939,5809589.743,
10:13:10,1.199810253,5818845.411,
10:13:15,1.271981077,5828617.186,
10:13:20,1.219430491,5837051.9,
10:13:25,1.166989489,5845126.571,
10:13:30,1.113994229,5853704.868,
10:13:35,1.113327217,5862124.561,
10:13:40,1.08718022,5869610.389,
10:13:45,1.062682674,5877636.989,
10:13:50,1.073902939,5886309.368,
10:13:55,1.095890071,5894290.357,
10:14:00,1.080039417,5901959.993,
10:14:05,1.06743676,5910348.554,
10:14:10,1.103511388,5919141.961,
10:14:15,1.152948141,5927924.936,
10:14:20,1.188254104,5937108.604,
10:14:25,1.129573066,5944580.486,
10:14:30,1.079272813,5952230.675,
10:14:35,1.033351908,5960380.182,
10:14:40,0.999809737,5967096.679,
10:14:45,0.984296872,5974397.511,
10:14:50,0.943302911,5981623.814,
10:14:55,0.966233946,5988856.729,
10:15:00,0.96156962,5996052.518,
10:15:05,1.141487778,6007330.664,
10:15:10,1.249730058,6017001.246,
10:15:15,1.380515631,6027142.389,
10:15:20,1.294252236,6036477.843,
10:15:25,1.295454158,6046175.493,
10:15:30,1.248668326,6055262.996,
10:15:35,1.215700236,6063855.993,
10:15:40,1.168236132,6072484.729,
10:15:45,1.234823308,6083071.807,
10:15:50,1.355194866,6094375.629,
10:15:55,1.445146333,6105030.114,
10:16:00,1.353584744,6113555.182,
10:16:05,1.270460715,6122987.011,
10:16:10,1.168865242,6131353.518,
10:16:15,1.141325544,6139258.379,
10:16:20,1.092637475,6147593.729,
10:16:25,1.050396079,6155008.939,
10:16:30,1.014239462,6162099.536,
10:16:35,0.982501997,6169720.143,
10:16:40,0.974558592,6176956.464,
10:16:45,1.007329877,6184785.086,
10:16:50,0.992080106,6192062.261,
10:16:55,0.987233088,6199189.425,
10:17:00,0.974200505,6206724.546,
10:17:05,1.123558064,6217365.325,
10:17:10,1.159605574,6225304.296,
10:17:15,1.20802706,6233929.893,
10:17:20,1.096439888,6242057.675,
10:17:25,1.144147421,6251071.043,
10:17:30,1.149808935,6259824.139,
10:17:35,1.136876578,6267660.679,
10:17:40,1.05573265,6274846.646,
10:17:45,0.983489353,6281972.789,
10:17:50,0.974828029,6289614.271,
10:17:55,0.984087221,6297008.761,
10:18:00,0.989634078,6304259.821,
10:18:05,1.021867123,6312627.207,
10:18:10,1.047375653,6320596.161,
10:18:15,1.088649359,6328776.725,
10:18:20,1.062615117,6336557.807,
10:18:25,1.049251406,6344225.804,
10:18:30,1.003039021,6351365.643,
10:18:35,1.002902161,6359143.643,
10:18:40,0.985056339,6366409.743,
10:18:45,1.014126073,6374204.246,
10:18:50,0.934687736,6380193.257,
10:18:55,0.910208745,6386908.079,
10:19:00,0.873990914,6393886.939,
10:19:05,0.987592127,6402434.304,
10:19:10,1.018338271,6409841.543,
10:19:15,1.064327527,6417856.104,
10:19:20,1.017149195,6425340.989,
10:19:25,1.029427861,6433024.75,
10:19:30,0.999911867,6440374.596,
10:19:35,0.977913317,6447364.064,
10:19:40,0.95785887,6454596.189,
10:19:45,0.933819796,6461404.664,
10:19:50,0.880787427,6467199.818,
10:19:55,0.856482246,6473884.579,
10:20:00,0.851754644,6480586.586,
10:20:05,1.063187294,6491143.304,
10:20:10,1.12657516,6499255.589,
10:20:15,1.14755321,6506430.032,
10:20:20,1.03105178,6514363.082,
10:20:25,0.983639375,6521407.618,
10:20:30,0.946867445,6527753.939,
10:20:35,0.944176878,6535626.396,
10:20:40,0.944249827,6542672.575,
10:20:45,1.017160771,6550660.886,
10:20:50,0.987915166,6557874.718,
10:20:55,1.004030499,6565283.821,
10:21:00,0.995205991,6573073.4,
10:21:05,1.046894979,6581451.293,
10:21:10,1.061988861,6589200.318,
10:21:15,1.027488832,6596212.939,
10:21:20,0.952669783,6602905.871,
10:21:25,0.911730693,6609732.929,
10:21:30,0.964990792,6617944.993,
10:21:35,0.954067083,6624391.918,
10:21:40,1.033762487,6633013.754,
10:21:45,1.002136033,6640513.575,
10:21:50,1.072638058,6648548.239,
10:21:55,0.993803299,6655394.679,
10:22:00,0.997318513,6662973.664,
10:22:05,1.011653086,6671331.15,
10:22:10,1.042935409,6678882.082,
10:22:15,1.048711422,6686591.146,
10:22:20,0.999510169,6693840.596,
10:22:25,1.010171894,6701631.636,
10:22:30,1.013636994,6709418.736,
10:22:35,1.036505546,6717183.196,
10:22:40,1.028252264,6724788.368,
10:22:45,0.985255047,6731607.15,
10:22:50,0.952839946,6738641.607,
10:22:55,0.937483604,6745900.946,
10:23:00,0.958063129,6753183.189,
10:23:05,1.040620055,6762076.868,
10:23:10,1.068016074,6769953.179,
10:23:15,1.094394924,6777829.486,
10:23:20,1.014105615,6784915.011,
10:23:25,0.989261243,6792231.814,
10:23:30,0.97355966,6799754.514,
10:23:35,0.978865783,6806959.536,
10:23:40,0.934099859,6813268.189,
10:23:45,0.880065068,6819574,
10:23:50,0.886782288,6826930.296,
10:23:55,0.891788208,6833351.686,
10:24:00,0.928359369,6840481.096,
10:24:05,0.984271022,6849096.55,
10:24:10,1.092471119,6857954.657,
10:24:15,1.198475595,6867471.339,
10:24:20,1.193311723,6875970.5,
10:24:25,1.189006435,6884731.65,
10:24:30,1.10384537,6892330.464,
10:24:35,1.102897185,6900808.271,
10:24:40,1.098303588,6909465.971,
10:24:45,1.174407024,6918778.671,
10:24:50,1.196521976,6927754.518,
10:24:55,1.208022779,6936671.221,
10:25:00,1.161364608,6944933.157,
10:25:05,1.254810672,6956013.454,
10:25:10,1.258348088,6965009.821,
10:25:15,1.248513705,6973050.282,
10:25:20,1.121255715,6981264.668,
10:25:25,1.097689861,6989730.321,
10:25:30,1.077117632,6997307.486,
10:25:35,1.054046249,7005002.293,
10:25:40,0.985478178,7011923.761,
10:25:45,0.975204195,7019269.55,
10:25:50,0.948749066,7026368.575,
10:25:55,0.941990772,7033137.843,
10:26:00,0.940455027,7040449.046,
10:26:05,1.019305803,7049323.829,
10:26:10,1.070194251,7057239.129,
10:26:15,1.087520862,7064940.536,
10:26:20,1.027867852,7072471.904,
10:26:25,1.005514545,7079883.796,
10:26:30,0.99415425,7087329.364,
10:26:35,1.024408302,7095542.068,
10:26:40,1.015363835,7102750.275,
10:26:45,0.987641605,7109571.525,
10:26:50,0.94209084,7116758.404,
10:26:55,0.926205932,7123608.875,
10:27:00,0.892805537,7129677.932,
10:27:05,0.9925427,7139110.939,
10:27:10,1.031111249,7146829.993,
10:27:15,1.091028464,7154248.414,
10:27:20,1.010078645,7161858.393,
10:27:25,1.011991666,7169620.529,
10:27:30,1.020062892,7177220.718,
10:27:35,0.997401294,7184320.346,
10:27:40,0.930734826,7190581.121,
10:27:45,0.909808633,7197710.043,
10:27:50,0.888329769,7204325.957,
10:27:55,0.916033444,7211210.632,
10:28:00,0.921531456,7218463.371,
10:28:05,1.014080876,7227163.543,
10:28:10,1.099179458,7235964.679,
10:28:15,1.164885213,7244697.143,
10:28:20,1.196043522,7254099.014,
10:28:25,1.242795576,7263953.029,
10:28:30,1.240118171,7272625.196,
10:28:35,1.200907033,7281144.014,
10:28:40,1.126680778,7289326.418,
10:28:45,1.102092362,7297444.843,
10:28:50,1.089447046,7305678.882,
10:28:55,1.083120423,7313718.807,
10:29:00,1.026772658,7320568.254,
10:29:05,1.005604305,7328325.571,
10:29:10,0.998119212,7336196.929,
10:29:15,1.032384694,7343818.05,
10:29:20,0.991934048,7350664.4,
10:29:25,0.992432325,7358546.979,
10:29:30,0.97051957,7365674.614,
10:29:35,0.968745153,7372481.004,
10:29:40,0.921885261,7379308.275,
10:29:45,0.891816913,7385758.757,
10:29:50,0.960949073,7394122.036,
10:29:55,0.976939124,7401309.411,
10:30:00,1.046048924,7409316.279,
10:30:05,1.231251796,7421850.414,
10:30:10,1.31903365,7431014.679,
10:30:15,1.361582069,7439979.757,
10:30:20,1.218912074,7449300.896,
10:30:25,1.194794659,7457922.025,
10:30:30,1.157670827,7466051.057,
10:30:35,1.146823874,7475127.918,
10:30:40,1.111993827,7482964.657,
10:30:45,1.200057488,7493076.925,
10:30:50,1.179876015,7501699.289,
10:30:55,1.175479064,7509437.007,
10:31:00,1.10849923,7518040.857,
10:31:05,1.198841294,7528697.768,
10:31:10,1.232445947,7537192.279,
10:31:15,1.221296254,7545545.032,
10:31:20,1.151544974,7554631.111,
